"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,1.96040923328861,1.83684595472972,1.6180028341691,1.23019144073759,1.25750320926245,1.23019140864153,1.61770347419516
"2",2,1.64982496057066,1.64982496059372,1.64982496059615,1.47006898254287,1.56882927501883,1.01730933075358,1.64982496753041
"3",3,1.9435705287357,1.94357052875367,1.94357052875591,1.03553669561315,1.87303938804306,0.73287361874333,0.732873618738001
"4",4,0.444797767031692,0.444797767034259,0.444797767034607,0.593780933031887,0.440606868629935,0.422569918929077,0.432118872109963
"5",6,0.0569290488674514,0.0566656330771547,0.0566553000512126,0.299652005219459,0.055723041996854,0.0561485255750658,0.0547704936186912
"6",7,0.715282958719186,0.661133086755987,0.579699610064802,0.25851236050147,0.304813756814276,0.228045693646721,0.442916738219752
"7",9,2.4811914486792,2.47605912210732,2.4793969922099,2.56629589303507,2.47635865024147,2.45823535520656,2.45823535520876
"8",10,3.15968851076086,3.10592853006401,2.89915483785678,1.09967502172216,1.91558857312755,1.14253737285908,1.09967502174959
"9",11,6.98063702740448,6.73409555631108,6.12240232633707,1.86084667277913,6.06100289559578,1.86084667251508,6.12386067340568
"10",12,1.32142631521827,1.32142631524586,1.32142631524903,1.45551005062492,1.18600828381571,1.32142647953797,1.32142632053862
"11",13,9.75378480821673,8.87190918401692,9.29474593000519,8.84452414512305,9.34842000192306,8.84919312848176,8.84982815148515
"12",14,1.38336592333256,1.374260785594,1.37384790903221,1.39468627728676,1.37240063542434,1.37425968516992,1.35140055897108
"13",15,0.0884814730400553,0.0880059301856006,0.0880287157635112,0.27455070972969,0.0860211913907756,0.0834875393486141,0.0816317819934396
"14",16,0.500220652706194,0.499322255823487,0.500003157240829,0.593802023468145,0.499679667932884,0.480386829050953,0.480386829050947
"15",17,6.25160397591562,5.93814225498615,5.25902376409207,2.51055058572978,5.16039547079038,2.51055058576122,5.25334951633079
"16",18,0.804338970983126,0.804338970988495,0.804338970989443,1.17481247404005,0.804339282374188,0.804339035853483,0.80433897523636
